YEAR,JOBTITLE,CATEGORY,CURRENCY,SALARY,RESIDENCE,EXPERIENCELEVEL,COMPANYLOCATION,COMPANYSIZE
2023,DATA SCIENTIST,data science and research,usd,185900,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,129300,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,204500,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,142200,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,gbp,60000,UNITED KINGDOM,mid-level,united kingdom,M
2023,DATA ANALYST,data analysis,gbp,50000,UNITED KINGDOM,mid-level,united kingdom,M
2023,DATA SCIENTIST,data science and research,usd,316000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,202000,UNITED STATES,senior,united states,M
2023,AI RESEARCH ENGINEER,data science and research,gbp,66000,UNITED KINGDOM,mid-level,united kingdom,M
2023,HEAD OF MACHINE LEARNING,machine learning and ai,usd,330000,UNITED STATES,executive,united states,M
2023,HEAD OF MACHINE LEARNING,machine learning and ai,usd,188000,UNITED STATES,executive,united states,M
2023,BI ANALYST,bi and visualization,usd,140000,UNITED STATES,mid-level,united states,M
2023,BI ANALYST,bi and visualization,usd,110000,UNITED STATES,mid-level,united states,M
2023,MACHINE LEARNING RESEARCHER,machine learning and ai,usd,190000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING RESEARCHER,machine learning and ai,usd,170000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,180000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,162000,UNITED STATES,senior,united states,M
2023,RESEARCH ANALYST,data science and research,usd,150000,UNITED STATES,senior,united states,M
2023,RESEARCH ANALYST,data science and research,usd,125000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,140000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,105000,UNITED STATES,senior,united states,M
2023,DATA SPECIALIST,data management and strategy,usd,90000,UNITED STATES,mid-level,united states,M
2023,DATA SPECIALIST,data management and strategy,usd,73000,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,145000,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,115000,UNITED STATES,mid-level,united states,M
2023,DATA MANAGER,leadership and management,usd,145000,UNITED STATES,senior,united states,M
2023,DATA MANAGER,leadership and management,usd,130000,UNITED STATES,senior,united states,M
2023,DECISION SCIENTIST,data science and research,usd,204500,UNITED STATES,mid-level,united states,M
2023,DECISION SCIENTIST,data science and research,usd,142200,UNITED STATES,mid-level,united states,M
2023,BUSINESS INTELLIGENCE ANALYST,bi and visualization,usd,150000,UNITED STATES,mid-level,united states,M
2023,BUSINESS INTELLIGENCE ANALYST,bi and visualization,usd,135000,UNITED STATES,mid-level,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,247500,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,172200,UNITED STATES,senior,united states,M
2023,HEAD OF DATA,leadership and management,usd,329500,UNITED STATES,executive,united states,M
2023,HEAD OF DATA,leadership and management,usd,269600,UNITED STATES,executive,united states,M
2023,BUSINESS INTELLIGENCE ENGINEER,bi and visualization,usd,225000,UNITED STATES,senior,united states,M
2023,BUSINESS INTELLIGENCE ENGINEER,bi and visualization,usd,156400,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,190000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,170000,UNITED STATES,senior,united states,M
2023,DATA SCIENCE LEAD,data science and research,usd,185900,UNITED STATES,mid-level,united states,M
2023,DATA SCIENCE LEAD,data science and research,usd,129300,UNITED STATES,mid-level,united states,M
2023,DATA ANALYST,data analysis,usd,80000,UNITED STATES,mid-level,united states,M
2023,DATA ANALYST,data analysis,usd,70000,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,204500,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,138900,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING SCIENTIST,machine learning and ai,usd,204500,CANADA,senior,canada,M
2023,MACHINE LEARNING SCIENTIST,machine learning and ai,usd,142200,CANADA,senior,canada,M
2023,DATA MANAGER,leadership and management,usd,115500,UNITED STATES,mid-level,united states,M
2023,DATA MANAGER,leadership and management,usd,73500,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,146000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,97000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,147100,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,90700,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,257000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,197000,UNITED STATES,senior,united states,M
2023,BUSINESS INTELLIGENCE ENGINEER,bi and visualization,usd,140000,UNITED STATES,senior,united states,M
2023,BUSINESS INTELLIGENCE ENGINEER,bi and visualization,usd,120000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,85000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,79000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,93919,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,51962,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,155000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,84800,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,250500,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,166600,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,gbp,110000,UNITED KINGDOM,mid-level,united kingdom,M
2023,DATA SCIENTIST,data science and research,gbp,80000,UNITED KINGDOM,mid-level,united kingdom,M
2023,DATA ENGINEER,data engineering,usd,174500,UNITED STATES,executive,united states,M
2023,DATA ENGINEER,data engineering,usd,113000,UNITED STATES,executive,united states,M
2023,DATA ENGINEER,data engineering,usd,135000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,90000,UNITED STATES,senior,united states,M
2023,HEAD OF DATA,leadership and management,gbp,200000,UNITED KINGDOM,executive,united kingdom,M
2023,HEAD OF DATA,leadership and management,gbp,150000,UNITED KINGDOM,executive,united kingdom,M
2023,DATA ENGINEER,data engineering,usd,135000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,90000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,eur,49200,ESTONIA,mid-level,estonia,M
2023,DATA ANALYST,data analysis,eur,31200,ESTONIA,mid-level,estonia,M
2023,DATA ENGINEER,data engineering,usd,260000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,225000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,226600,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,140100,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,204600,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,126500,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,340000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,212000,UNITED STATES,senior,united states,M
2023,ANALYTICS ENGINEER,leadership and management,usd,213600,UNITED STATES,senior,united states,M
2023,ANALYTICS ENGINEER,leadership and management,usd,142400,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,153600,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,106800,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,309000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,142000,UNITED STATES,senior,united states,M
2023,ML ENGINEER,machine learning and ai,usd,125000,UNITED STATES,mid-level,united states,M
2023,ML ENGINEER,machine learning and ai,usd,85000,UNITED STATES,mid-level,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,226600,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,140100,UNITED STATES,senior,united states,M
2023,RESEARCH SCIENTIST,data science and research,usd,303050,UNITED STATES,senior,united states,M
2023,RESEARCH SCIENTIST,data science and research,usd,202350,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,143000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,95000,UNITED STATES,senior,united states,M
2023,BUSINESS INTELLIGENCE ENGINEER,bi and visualization,usd,185000,UNITED STATES,senior,united states,L
2023,BUSINESS INTELLIGENCE ENGINEER,bi and visualization,usd,79600,UNITED STATES,senior,united states,L
2023,DATA SCIENTIST,data science and research,usd,207900,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,158400,UNITED STATES,senior,united states,M
2023,RESEARCH SCIENTIST,data science and research,usd,303050,UNITED STATES,senior,united states,M
2023,RESEARCH SCIENTIST,data science and research,usd,202350,UNITED STATES,senior,united states,M
2023,DATA INFRASTRUCTURE ENGINEER,data engineering,usd,385000,UNITED STATES,senior,united states,M
2023,DATA INFRASTRUCTURE ENGINEER,data engineering,usd,200000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,241300,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,211949,UNITED STATES,senior,united states,M
2023,DATA STRATEGY MANAGER,data management and strategy,usd,115000,UNITED STATES,senior,united states,M
2023,DATA STRATEGY MANAGER,data management and strategy,usd,90000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,172200,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,131200,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,105000,UNITED STATES,entry-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,70000,UNITED STATES,entry-level,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,253000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,123800,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,240000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,142500,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,pln,150000,TURKEY,entry-level,poland,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,330000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,204000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,180000,UNITED STATES,executive,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,160000,UNITED STATES,executive,united states,M
2023,BUSINESS INTELLIGENCE ANALYST,bi and visualization,usd,193600,UNITED STATES,senior,united states,M
2023,BUSINESS INTELLIGENCE ANALYST,bi and visualization,usd,130838,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,225500,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,139400,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,143000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,95000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,328133,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,218755,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,250830,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,143370,UNITED STATES,senior,united states,M
2023,ANALYTICS ENGINEER,leadership and management,usd,260000,UNITED STATES,senior,united states,M
2023,ANALYTICS ENGINEER,leadership and management,usd,160000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,203500,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,166500,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,180000,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,162000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,145000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,115000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,180400,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,138800,UNITED STATES,senior,united states,M
2023,RESEARCH ANALYST,data science and research,usd,148350,UNITED STATES,senior,united states,M
2023,RESEARCH ANALYST,data science and research,usd,87400,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,87500,UNITED STATES,mid-level,united states,M
2023,DATA ANALYST,data analysis,usd,62500,UNITED STATES,mid-level,united states,M
2023,DATA SCIENCE CONSULTANT,data science and research,usd,157550,UNITED STATES,senior,united states,M
2023,DATA SCIENCE CONSULTANT,data science and research,usd,104650,UNITED STATES,senior,united states,M
2023,DATA MANAGER,leadership and management,usd,115500,UNITED STATES,mid-level,united states,M
2023,DATA MANAGER,leadership and management,usd,73500,UNITED STATES,mid-level,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,309000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,142000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,139500,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,118575,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,129150,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,98400,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,192500,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,140000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,gbp,55000,UNITED KINGDOM,mid-level,united kingdom,M
2023,DATA ENGINEER,data engineering,gbp,55000,UNITED KINGDOM,mid-level,united kingdom,M
2023,BUSINESS INTELLIGENCE DEVELOPER,bi and visualization,usd,98010,UNITED STATES,senior,united states,M
2023,BUSINESS INTELLIGENCE DEVELOPER,bi and visualization,usd,66825,UNITED STATES,senior,united states,M
2023,DATA MANAGER,leadership and management,usd,145000,UNITED STATES,senior,united states,M
2023,DATA MANAGER,leadership and management,usd,130000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,95000,UNITED STATES,mid-level,united states,M
2023,DATA ANALYST,data analysis,usd,80000,UNITED STATES,mid-level,united states,M
